address,website,email,headMasterName,respName,estdYear,boardSec,boardHighSec,boardSecName,boardHighSecName,recogYearPri,recogYearUpr,recogYearSec,recogYearHsec,cwsnSchYn,cwsnSchYnDesc,shiftSchYn,shiftSchYnDesc,resiSchYn,resiSchDesc,resiSchTypeName,resiSchTypeId,schPhone,mediumOfInstrName1,mediumOfInstrName2,mediumOfInstrName3,mediumOfInstrName4,mediumOfInstrId1,mediumOfInstrId2,mediumOfInstrId3,mediumOfInstrId4,minorityYn,minorityYnDesc,anganwadiYn,anganwadiYnDesc,anganwadiStuB,anganwadiStuG,anganwadiTchTrained,cceYn,cceYnDesc,instructionalDays,noInspect,noVisitCrc,noVisitBrc,noVisitDis,smcYn,smcYnDesc,smdcYn,smdcYnDesc,approachRoadYnDesc,smdcSmcSameYnDesc,txtbkPriYnDesc,txtbkUprYnDesc,txtbkSecYnDesc,txtbkHsecYnDesc,spltrgYnDesc,suppMatRecdYnDesc,approachRoadYn,ppSecYN,ppSecDesc,schoolId,yearId,yearDesc,stateId,districtId,districtName,blockId,blockName,schoolName
"AT-POTHIA PO,PS-POTHIA DIST-KISHANGNJ",,,SHANKAR PASAD RAM,SHANKAR PRASAD RAM,1968,2,2,2-State Board,2-State Board,,,1985,2007,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,0,NA,0,0,9,2,2-No,158,7,0,4,3,9,NA,1,1-Yes,1-Yes,,,,,,,,1,9,NA,2484468,9,2022-23,110,2008,KISHANGANJ,20097,POTHIA,PROJECT AZAD HIGH SCHOOL POTHIA
"AT- MAHESH BATHANA, PO GACHHPARA, KISHANGANJ",,umsmaheshbathna@gmail.com,MD ZAHOOR ALAM NOMANI,ASHOK KUMR,1955,0,0,NA,NA,1955,2011,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,18-Urdu,19-English,NA,4,18,19,0,2,2-No,2,2-No,0,0,9,1,1-Yes,0,0,0,0,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2423754,9,2022-23,110,2008,KISHANGANJ,20095,KISHANGANJ,UMS MAHESH BATHANA
AT-PHOOLWARI ALTA HAT,,,ABDULLAH,ABDULLAH,1971,0,0,NA,NA,1971,2000,,,2,2-No,1,1-Yes,3,3-Non Residential,NA,0,,4-Hindi,18-Urdu,19-English,NA,4,18,19,0,2,2-No,2,2-No,0,0,9,1,1-Yes,131,14,5,6,3,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2491105,9,2022-23,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS PHOOL BARI
AT-TITIHA SUNDER BADI PODST SONTHA  KOCHADHAMAN KISHANGANJ 855115,,,MD ZAFAR KAMAL,MD ZAFER KAMAL,1971,0,0,NA,NA,1971,1971,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,131,0,0,0,0,1,1-Yes,9,NA,2-No,,,,,,,,2,2,2-No,2410988,9,2022-23,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS TITIHA
EXPLORATION ENGLISH MEDIUM SCHOOL Pachimpali Kishanganj,,explorationengmedschoolkne@gmail.com,REENA KUMARI,REENA KUMARI,2016,0,0,NA,NA,2016,2017,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,233020,19-English,NA,NA,NA,19,0,0,0,2,2-No,9,NA,0,0,9,2,2-No,131,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,1,1-Yes,2431644,9,2022-23,110,2008,KISHANGANJ,20095,KISHANGANJ,EXPLORATION ENGLISH MEDIUM SCHOOL
BAHADURAGANJ  JHINGA KATTA ,,,ABDUS SALAM,ABDUS SALAM,1969,0,0,NA,NA,1969,1972,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,18-Urdu,NA,NA,NA,18,0,0,0,1,1-Yes,9,NA,0,0,9,2,2-No,0,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,2,2-No,2424880,9,2022-23,110,2008,KISHANGANJ,20100,BAHADURGANJ,MADARASA TALIMUL QURAN JHINGAKATTA
kharudah barchoundi powakhali  thakurganj kishanganj,,noorulislam@gmail.com,MD ARSHADUL QADRI,MD ARSHADUL QADRI,1972,0,0,NA,NA,1972,2015,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,18-Urdu,NA,NA,NA,18,0,0,0,2,2-No,9,NA,0,0,9,2,2-No,132,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,2,2-No,2404176,9,2022-23,110,2008,KISHANGANJ,20098,THAKURGANJ,MADARSA NOORUL ISLAM
GHANIFULSARA HATGAON  ,,,Md Yunus,Md Yunus,1981,2,2,2-State Board,2-State Board,,,1985,2007,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,0,NA,0,0,9,2,2-No,0,0,0,0,0,9,NA,2,2-No,2-No,,,,,,,,2,9,NA,2400324,9,2022-23,110,2008,KISHANGANJ,20096,TERHA GACHH,PROJECT GIRLS HIGH SCHOOL
AT-MAHIYAR PUR KANHAIYABARI ,,,MUNNI KUMARI,MUNNI KUARI,1971,0,0,NA,NA,1971,2012,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,0,0,0,0,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2479965,9,2022-23,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS MAHIYAR PUR
"At-Kanchanbari,Panchayat-Lohagara,Block-Dighalbank,District-Kishanganj,Bihar,855101",,umsphoolpari1970@gmail.com,MICHAEL HANSDA,MICHAEL HANSDA,1970,0,0,NA,NA,1970,2010,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,249,8,5,2,1,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2414304,9,2022-23,110,2008,KISHANGANJ,20099,DIGHAL BANK,UMS PHOOLBARI LOHA GARA
AT-TUPAMARI EST PO-KASHIBARI HAT,,mmalamkne786@gmail.com,MD MATLUB ALAM,MD MATLUB ALAM,2006,0,0,NA,NA,2006,2011,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,132,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2421016,9,2022-23,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS TUPAMARI EAST
BAHADURGANJ  BAHADURGANJ ,,,MD EZAZ ALAM,MD EZAZ ALAM,2000,0,0,NA,NA,2000,2000,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,9,NA,0,0,9,2,2-No,0,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,2,2-No,2405202,9,2022-23,110,2008,KISHANGANJ,20100,BAHADURGANJ,FAIZAN ACADEMY
BAHADURGGANJ BAHADURANJ ,,tauquiralam2016@gmail.com,YUGESH NATH JHA,YUGESH NATH JHA,1984,2,2,2-State Board,2-State Board,,,1985,2010,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,0,NA,0,0,9,2,2-No,0,0,0,0,0,9,NA,2,2-No,1-Yes,,,,,,,,1,9,NA,2464598,9,2022-23,110,2008,KISHANGANJ,20100,BAHADURGANJ,"PROJECT GIRLS HIGH SCHOOL, BAHADURGANJ"
BAHADURGANJ  DOMOHNI,,,MD SHAZAD ALAM,MD SHAZAD ALAM,1962,0,0,NA,NA,1962,1962,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,18-Urdu,NA,NA,NA,18,0,0,0,1,1-Yes,9,NA,0,0,9,2,2-No,0,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,2,2-No,2415108,9,2022-23,110,2008,KISHANGANJ,20100,BAHADURGANJ,MADARSA NOORULISLAM DOMOHANI
BAHADURGANJ JHINGA KATTA ,,,ABDAL RAUF ,ABDUL RAUF,1974,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,18-Urdu,NA,NA,NA,18,0,0,0,2,2-No,9,NA,0,0,9,2,2-No,0,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,2,2-No,2435830,9,2022-23,110,2008,KISHANGANJ,20100,BAHADURGANJ,MADARASA TANJIMUL ISLAM JHINGAKATTA
AT-MAHSHANGANO KOCHADHAMAN,,umsmahsangown@gmail.com,IMTIYAZ FAISAL,IMTIYAZ FAISAL,1971,0,0,NA,NA,1971,2010,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,132,2,1,2,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2478494,9,2022-23,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS MAHSAN GOWN
VILL-FULHARA  PO-KOIMARI PS-POTHIA DIST-KISHANGANJ,,,MD.ZAKIR HUSSAIN,MD ZAkIR HUSSAIN,1980,0,0,NA,NA,1980,2004,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,132,0,0,0,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2439822,9,2022-23,110,2008,KISHANGANJ,20097,POTHIA,UMS  PHOOL HARA
AT-TUPAMARI WEST .PO-HALDIKHORA ,,,ABSAR ALAM,ABSAR ALAM,1962,0,0,NA,NA,1962,2006,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,132,12,3,3,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2410212,9,2022-23,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS TUPAMARI (WEST)
chandpatwa saraikuri thakurganj kishanganj,,RIZ06078@GMAIL.COM,RIZWAN AHMAD,RIZWAN AHMAD,2007,0,0,NA,NA,2007,2014,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,253,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2409222,9,2022-23,110,2008,KISHANGANJ,20098,THAKURGANJ,U.M.S.CHANDPATWA
TAKIA SHARIF KATHAMATHA KOCHADHAMAN,,,MD SOHAIL AHMAD,MD SOHAIL AHMAD,1961,0,0,NA,NA,1961,1987,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,18-Urdu,4-Hindi,19-English,NA,18,4,19,0,2,2-No,9,NA,0,0,9,1,1-Yes,143,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,2,2-No,2458957,9,2022-23,110,2008,KISHANGANJ,20101,KOCHADHAMAN,FAIZUL MUSLEMIN TAKIA SHARIF KATHA MATHA
AT-POTHIA PO-POTHIA PS-POTHIA DIST-KISHANGNAJ,,ghsprojectkanya@gmail.com,MD SADIQUE ALI,MD SADIQUE ALI,1983,2,2,2-State Board,2-State Board,,,1989,2009,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,0,NA,0,0,9,1,1-Yes,158,5,0,5,0,9,NA,1,1-Yes,2-No,,,,,,,,2,9,NA,2401634,9,2022-23,110,2008,KISHANGANJ,20097,POTHIA,"PROJECT GIRLS HIGH SCHOOL, POTHIA"
BAHADRGANJ GOWABARI GOPALPUR HAT ,,,MD ISHAQUE HAIDER,ISHAQUE HAIDER,1962,5,0,5-Others,NA,1962,1987,1987,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,18-Urdu,NA,NA,NA,18,0,0,0,1,1-Yes,9,NA,0,0,9,1,1-Yes,0,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,2,2-No,2464535,9,2022-23,110,2008,KISHANGANJ,20100,BAHADURGANJ,MADARSA AABIDAYA GOWABARI
AT-HALDIKHORA SINGHARI HAT KOCHADHAMAN,,10082715401@GMAIL.COM,MD ZAHIDUR RAHMAN,MD ZAHIDUR RAHMAN,1960,2,2,2-State Board,2-State Board,1961,1961,1978,1987,2,2-No,2,2-No,3,3-Non Residential,NA,0,,18-Urdu,NA,NA,NA,18,0,0,0,2,2-No,9,NA,0,0,9,1,1-Yes,171,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,2,2-No,2437388,9,2022-23,110,2008,KISHANGANJ,20101,KOCHADHAMAN,MADARSA NOORUL ISLAM HALDIKHORA
VILL-KATHALBARI PO-MARIA VIA-TAIYABPUR DIST-KISHANGANJ,,umskathalbari@gmail.com,Md Azim Arfi,Md Azim Arfi,1975,0,0,NA,NA,1975,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,132,4,0,4,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2473845,9,2022-23,110,2008,KISHANGANJ,20097,POTHIA,UMS  MAHSOOL KATHAL BARI
PO Singhia MOtihar Taluka Pipal Tola Banbari Kishanganj,,mdmustsque786@gmail.com,MD MUSTAQUE ANSARI,MD MUSTAQUE ALAM,2007,0,0,NA,NA,2007,2010,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,18-Urdu,19-English,NA,4,18,19,0,2,2-No,1,1-Yes,17,23,1,2,2-No,115,10,5,3,2,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2468851,9,2022-23,110,2008,KISHANGANJ,20095,KISHANGANJ,UMS PIPALTOLA BANBARI
powakhkali thakurganj kishanganj,,,ASGHAR KAMAL ,ASGHAR KAMAL,2015,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,19-English,NA,NA,NA,19,0,0,0,2,2-No,9,NA,0,0,9,2,2-No,131,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,2,2-No,2464018,9,2022-23,110,2008,KISHANGANJ,20098,THAKURGANJ,UNIQUE PUBLIC SCHOOL POWAKHALI
ward no-2 thakurganj kishanganj,,projectgirls13011@gmail.com,MD MAHFOOZ JAWED,MD MAHFOOZ JAWED,1980,2,2,2-State Board,2-State Board,,,1982,2010,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,0,NA,0,0,9,2,2-No,246,0,0,0,0,9,NA,2,2-No,1-Yes,,,,,,,,1,9,NA,2438395,9,2022-23,110,2008,KISHANGANJ,20098,THAKURGANJ,"PROJECT GIRLS HIGH SCHOOL, THAKURGANJ"
AT-KOCHADHAMAN PO-KOCHADHAMAN KISHANGANJ,,,MD REHAN PERWEZ,MD PERWEZ,2012,0,0,NA,NA,2012,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,9,NA,0,0,9,1,1-Yes,132,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,2,2-No,2485877,9,2022-23,110,2008,KISHANGANJ,20101,KOCHADHAMAN,FALAK PUBLIC SCHOOL
Budhanai Bhadurpur thakurganjKishanganj,,babidakashibaritkg@gmail.com,md sarfaraz ahmad,md sarfaraz ahmad,1971,0,0,NA,NA,1971,1971,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,18-Urdu,NA,NA,NA,18,0,0,0,2,2-No,9,NA,0,0,9,2,2-No,227,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,2,2-No,2416896,9,2022-23,110,2008,KISHANGANJ,20098,THAKURGANJ,MADARSA ABIDIA KASHIBARI
Vill- Dhakpara Post Hulhuli,,mustaqueemahmad1085@gmail.com,MD MUSTAQUEEM AHMAD,MD MUSTAQUEEM AHMAD,1987,0,0,NA,NA,1987,1987,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,18-Urdu,NA,NA,NA,18,0,0,0,2,2-No,9,NA,0,0,9,2,2-No,132,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,2,2-No,2499199,9,2022-23,110,2008,KISHANGANJ,20098,THAKURGANJ,MADARSA NOORUL ISLAM NANKAR
"At-Pipla,Panchayat-Dhantola,Po-Dhantola,Block-Dighalbank,District-Kishanganj,Bihar,855101",,umspipla@gmail.com,CHIRANJAAT PRASAD SINGH,CHIRANJAAT PRASAD SINGH,1964,0,0,NA,NA,1964,2012,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,132,3,2,1,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2488897,9,2022-23,110,2008,KISHANGANJ,20099,DIGHAL BANK,UMS PIPLA
AT MAHUA PO BAIGANA PS TERHAGACHH,,,shahnawaz alam,shahnawaz alam,1953,0,0,NA,NA,1953,2012,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,135,10,4,4,2,2,2-No,9,NA,2-No,,,,,,,,2,2,2-No,2445413,9,2022-23,110,2008,KISHANGANJ,20096,TERHA GACHH,UMS MAHUA
BAHADURGANJ BAHADURGANJ ,,,MD SHAD ARFIN ARIJUM,MD SHAD ARFIN ARIJUM,2014,0,0,NA,NA,,2014,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,19-English,NA,NA,NA,19,0,0,0,2,2-No,9,NA,0,0,9,1,1-Yes,0,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,2,2-No,2420616,9,2022-23,110,2008,KISHANGANJ,20100,BAHADURGANJ,UNIVERSAL PUBLIC SCHOOL
"At-Tulsia,Panchayat-Tulsia,Po-Tulsia,Block-Dighalbank,District-Kishanganj,Bihar,",,pghstulida@gmail.com,JAY SHANKAR RAMAN,JAY SHANKAR RAMAN,1984,2,2,2-State Board,2-State Board,,,1984,2007,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,0,NA,0,0,9,1,1-Yes,132,3,0,2,1,9,NA,1,1-Yes,1-Yes,,,,,,,,1,9,NA,2443487,9,2022-23,110,2008,KISHANGANJ,20099,DIGHAL BANK,PROJECT GIRLS HIGH SCHOOL TULSIA
AT MUSHAHRA PO TERHAGACHH VIA BAHADURGANJ DIST KISHANGANJ BIHAR ,,abidul539islam@gmail.com,MD FAZLUR RAHMAN,MD FAZLUR RAHMAN,1961,0,0,NA,NA,1961,1967,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,18-Urdu,NA,NA,NA,18,0,0,0,1,1-Yes,9,NA,0,0,9,2,2-No,153,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,2,2-No,2435917,9,2022-23,110,2008,KISHANGANJ,20096,TERHA GACHH,MADARSA ABIDUL ISLAM MUSHARA
"VILL-GOGNATI PO,PS-POTHIA DIST-KISHANGANJ",,,MD JAHANGIR ALAM,MD JAHANGIR ALAM,1979,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,18-Urdu,NA,NA,NA,18,0,0,0,2,2-No,9,NA,0,0,9,1,1-Yes,132,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,2,2-No,2455049,9,2022-23,110,2008,KISHANGANJ,20097,POTHIA,MADARSA NOORUL KOUNEN CHOHCH PARA
"UMS MAIDA, PO- SINGHIA, KISHANGANJ",,rasulmdghulam5@gmail.com,MD GHULAM RASUL,MD GHULAM RASUL,1952,0,0,NA,NA,1952,2012,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,19-English,18-Urdu,NA,4,19,18,0,2,2-No,1,1-Yes,18,22,1,2,2-No,131,0,5,4,3,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2490347,9,2022-23,110,2008,KISHANGANJ,20095,KISHANGANJ,UMS MAIDA
at pipra po matiyari ps terahagachh,,,MD NASIR ALAM,MD NASIR ALAM,1965,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,0,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2431847,9,2022-23,110,2008,KISHANGANJ,20096,TERHA GACHH,UMS PIPRA
"VIDHYA NIKETAN, DEY MARKET, KISHANGANJ",,,BIPRA CHARAN GHOSH,BIPRA CHARAN GHOSH,2014,0,0,NA,NA,2019,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,19-English,NA,NA,NA,19,0,0,0,2,2-No,9,NA,0,0,9,2,2-No,132,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,1,1-Yes,2431949,9,2022-23,110,2008,KISHANGANJ,20095,KISHANGANJ,VIDHYA NIKETAN
"At-Dhantola,Panchayat-Dhantola,Block-Dighalbank,District-Kishanganj,Bihar,855101",,projectsdhantola@gmail.com,SUJEET KUMAR,SUJEET KUMAR,1981,2,2,2-State Board,2-State Board,,,1982,2009,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,0,NA,0,0,9,1,1-Yes,132,0,0,0,0,9,NA,2,2-No,1-Yes,,,,,,,,1,9,NA,2469692,9,2022-23,110,2008,KISHANGANJ,20099,DIGHAL BANK,PROJECT HIGH SCHOOL DHANTOLA
"At-Haltaban,Panchayat-Satkauwa,Block-Dighalbank, District-Kishanganj,Bihar,855101",,,MD AQUBAL AHMAD CHISTI,MD AQUBAL AHMAD CHISTI,1972,0,0,NA,NA,1972,2013,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,18-Urdu,NA,NA,NA,18,0,0,0,1,1-Yes,9,NA,0,0,9,1,1-Yes,230,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,2,2-No,2435748,9,2022-23,110,2008,KISHANGANJ,20099,DIGHAL BANK,MADARSA ABRE RAHMAT HALTABAN 573
AT-NEHALBHAG SONTA PO-SONTHA ,,,Abdul Latif,Abdul Latif,1965,0,0,NA,NA,1965,1971,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,18-Urdu,NA,NA,NA,18,0,0,0,2,2-No,9,NA,0,0,9,2,2-No,154,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,2,2-No,2456547,9,2022-23,110,2008,KISHANGANJ,20101,KOCHADHAMAN,MADARSA NOORUL ULOOM NEHAL BHAG
AT-MAJGAMA  PO-KANHAIBARI KOCHADHAMAN,,,MD FAIYAZ ALAM,MD FAIYAZ ALAM,1962,0,0,NA,NA,1962,2005,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,1,1-Yes,22,18,1,1,1-Yes,142,6,4,1,2,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2456546,9,2022-23,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS MAJGAMA
piprithan besarbati thakurganj kishanganj,,umspiprithan@gmail.com,ARBIND KUMAR GUPTA,ARBIND KUMAR GUPTA,2007,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,132,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2439332,9,2022-23,110,2008,KISHANGANJ,20098,THAKURGANJ,UMS PIPRITHAN
darniya hat bahadurganj,,imrannayabwps@gmail.com,IMRAN ALAM,IMRAN ALAM,2008,0,0,NA,NA,2014,2014,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,19-English,NA,NA,NA,19,0,0,0,2,2-No,9,NA,0,0,9,1,1-Yes,0,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,2,2-No,2481011,9,2022-23,110,2008,KISHANGANJ,20100,BAHADURGANJ,WELCOME PUBLIC SCHOOL DARNIYA HAT
AT-SONTHA KOCHADHAMAN KISHANAGANJ,,10082706208@gmail.com,KUMARI LALITA,KUMARI LALITA,1983,2,2,2-State Board,2-State Board,,,1989,2008,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,0,NA,0,0,9,1,1-Yes,172,0,0,0,0,9,NA,2,2-No,1-Yes,,,,,,,,1,9,NA,2468865,9,2022-23,110,2008,KISHANGANJ,20101,KOCHADHAMAN,PROJECT KISAN GIRLS HIGH SCHOOL
"FRONTIER INTERNATIONAL ACADEMY, WARD NO 2, LAHARA CHOCK KISHANGANJ",,frontier.int14@gmail.com,MD AQUIL BASHAR,MD AQUIL BASHAR,2014,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,19-English,NA,NA,NA,19,0,0,0,2,2-No,9,NA,0,0,9,2,2-No,131,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,1,1-Yes,2403410,9,2022-23,110,2008,KISHANGANJ,20095,KISHANGANJ,FRONTIER INTERNATIONAL ACADEMY
AT-KATHALBARI PO-MARIA PS-POTHIA DIST-KISHANGANJ,,,YAMIN MANZER,YAMIN MANZER,1965,5,0,5-Others,NA,1971,1971,1987,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,18-Urdu,NA,NA,NA,18,0,0,0,1,1-Yes,9,NA,0,0,9,1,1-Yes,158,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,2,2-No,2472904,9,2022-23,110,2008,KISHANGANJ,20097,POTHIA,MADARSA NURE TANJEEMIYA KATHALBARI
AFTABUL ULOOM DAHIBHAT ,,,MD MATIN ANWER,MD MATIN ANWER,1971,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,18-Urdu,NA,NA,NA,18,0,0,0,1,1-Yes,9,NA,0,0,9,2,2-No,153,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,2,2-No,2455815,9,2022-23,110,2008,KISHANGANJ,20096,TERHA GACHH,MADARSA AFTABUL ULOOM DAHIBHAT
AT-MAJGAMA TOLA KASHIBARI ,,10082702902@GMAIL.COM,JYOTISH LAL,JYOTISH LAL,2007,0,0,NA,NA,2007,2012,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,132,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2456545,9,2022-23,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS MAJGAMA TOLA KASHIBARI
 UMS POKHERIA PANCHAYAT DHAWELI ,,pandeyashwini923@gmail.com,ASHWINI KUMAR PANDEY ,ASHWINI KUMAR PANDEY,2007,0,0,NA,NA,2007,2015,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,0,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2446152,9,2022-23,110,2008,KISHANGANJ,20096,TERHA GACHH,U.M.S POKHERIA
